1,N,41,44,59.049,W,86,7,56.3478,House,4-bed,51140 EAGLEWOOD DR Granger IN 46530,http://mypage.iu.edu/~liqzhang/images/1.jpg,Stunning one owner home.
2,N,41,45,4.6938,W,86,11,4.833,Villa,3-bed,51170 KINGS CROSSING Granger IN 46530,http://mypage.iu.edu/~liqzhang/images/2.jpg,Gorgeous lot.
3,N,41,45,20.0226,W,86,8,27.942,House,4-bed,50930 STONEBRIDGE DR Granger IN 46530,http://mypage.iu.edu/~liqzhang/images/3.jpg,Traditional style home.
4,N,41,43,53.9142,W,86,10,13.3854,House,3-bed,15610 DARDEN RD Granger IN 46530,http://mypage.iu.edu/~liqzhang/images/4.jpg,Great park like setting.

